# wave       flux     unc      tunc
 28.25500   536.77     6.84     6.84
 28.25750   536.82     6.83     6.83
 28.26000   536.75     6.83     6.83
 28.26250   536.57     6.82     6.82
 28.26500   536.30     6.82     6.82
 28.26750   535.88     6.82     6.82
 28.27000   535.41     6.81     6.81
 28.27250   534.89     6.80     6.80
 28.27500   534.39     6.80     6.80
 28.27750   533.93     6.80     6.80
 28.28000   533.56     6.79     6.79
 28.28250   533.31     6.78     6.78
 28.28500   533.19     6.78     6.78
 28.28750   533.17     6.78     6.78
 28.29000   533.28     6.77     6.77
 28.29250   533.50     6.77     6.77
 28.29500   533.79     6.77     6.77
 28.29750   534.15     6.76     6.76
 28.30000   534.47     6.75     6.75
 28.30250   534.78     6.75     6.75
 28.30500   535.03     6.75     6.75
 28.30750   535.23     6.74     6.74
 28.31000   535.34     6.74     6.74
 28.31250   535.42     6.73     6.73
 28.31500   535.46     6.73     6.73
 28.31750   535.48     6.72     6.72
 28.32000   535.49     6.72     6.72
 28.32250   535.51     6.72     6.72
 28.32500   535.56     6.71     6.71
 28.32750   535.64     6.70     6.70
 28.33000   535.70     6.70     6.70
 28.33250   535.76     6.70     6.70
 28.33500   535.80     6.70     6.70
 28.33750   535.83     6.69     6.69
 28.34000   535.85     6.69     6.69
 28.34250   535.88     6.68     6.68
 28.34500   535.95     6.68     6.68
 28.34750   536.06     6.67     6.67
 28.35000   536.22     6.67     6.67
 28.35250   536.45     6.67     6.67
 28.35500   536.74     6.66     6.66
 28.35750   537.07     6.66     6.66
 28.36000   537.43     6.65     6.65
 28.36250   537.75     6.65     6.65
 28.36500   538.03     6.65     6.65
 28.36750   538.29     6.64     6.64
 28.37000   538.51     6.64     6.64
 28.37250   538.71     6.64     6.64
 28.37500   538.90     6.64     6.64
 28.37750   539.10     6.63     6.63
 28.38000   539.33     6.63     6.63
 28.38250   539.60     6.62     6.62
 28.38500   539.92     6.62     6.62
 28.38750   540.25     6.62     6.62
 28.39000   540.63     6.62     6.62
 28.39250   540.97     6.61     6.61
 28.39500   541.29     6.61     6.61
 28.39750   541.56     6.60     6.60
 28.40000   541.82     6.60     6.60
 28.40250   542.06     6.60     6.60
 28.40500   542.30     6.60     6.60
 28.40750   542.58     6.59     6.59
 28.41000   542.90     6.59     6.59
 28.41250   543.30     6.59     6.59
 28.41500   543.77     6.59     6.59
 28.41750   544.29     6.59     6.59
 28.42000   544.80     6.59     6.59
 28.42250   545.29     6.58     6.58
 28.42500   545.69     6.58     6.58
 28.42750   545.98     6.57     6.57
 28.43000   546.15     6.57     6.57
 28.43250   546.19     6.57     6.57
 28.43500   546.14     6.57     6.57
 28.43750   546.00     6.57     6.57
 28.44000   545.86     6.57     6.57
 28.44250   545.71     6.56     6.56
 28.44500   545.59     6.56     6.56
 28.44750   545.52     6.56     6.56
 28.45000   545.50     6.55     6.55
 28.45250   545.52     6.55     6.55
 28.45500   545.56     6.55     6.55
 28.45750   545.59     6.55     6.55
 28.46000   545.60     6.55     6.55
 28.46250   545.58     6.55     6.55
 28.46500   545.58     6.55     6.55
 28.46750   545.61     6.55     6.55
 28.47000   545.70     6.54     6.54
 28.47250   545.94     6.54     6.54
 28.47500   546.30     6.54     6.54
 28.47750   546.79     6.54     6.54
 28.48000   547.43     6.54     6.54
 28.48250   548.16     6.53     6.53
 28.48500   548.95     6.53     6.53
 28.48750   549.72     6.53     6.53
 28.49000   550.41     6.53     6.53
 28.49250   551.03     6.53     6.53
 28.49500   551.54     6.53     6.53
 28.49750   551.94     6.53     6.53
 28.50000   552.28     6.53     6.53
 28.50250   552.56     6.53     6.53
 28.50500   552.78     6.53     6.53
 28.50750   552.96     6.53     6.53
 28.51000   553.09     6.53     6.53
 28.51250   553.14     6.53     6.53
 28.51500   553.09     6.53     6.53
 28.51750   552.96     6.53     6.53
 28.52000   552.68     6.52     6.52
 28.52250   552.29     6.52     6.52
 28.52500   551.84     6.52     6.52
 28.52750   551.37     6.52     6.52
 28.53000   550.93     6.52     6.52
 28.53250   550.60     6.52     6.52
 28.53500   550.39     6.52     6.52
 28.53750   550.38     6.52     6.52
 28.54000   550.54     6.52     6.52
 28.54250   550.82     6.52     6.52
 28.54500   551.21     6.52     6.52
 28.54750   551.64     6.52     6.52
 28.55000   552.03     6.52     6.52
 28.55250   552.32     6.52     6.52
 28.55500   552.47     6.52     6.52
 28.55750   552.48     6.52     6.52
 28.56000   552.37     6.52     6.52
 28.56250   552.15     6.52     6.52
 28.56500   551.91     6.52     6.52
 28.56750   551.70     6.52     6.52
 28.57000   551.57     6.52     6.52
 28.57250   551.58     6.52     6.52
 28.57500   551.70     6.52     6.52
 28.57750   551.95     6.52     6.52
 28.58000   552.29     6.52     6.52
 28.58250   552.61     6.52     6.52
 28.58500   552.90     6.53     6.53
 28.58750   553.16     6.53     6.53
 28.59000   553.31     6.53     6.53
 28.59250   553.40     6.53     6.53
 28.59500   553.45     6.53     6.53
 28.59750   553.49     6.53     6.53
 28.60000   553.60     6.53     6.53
 28.60250   553.76     6.53     6.53
 28.60500   554.00     6.53     6.53
 28.60750   554.32     6.53     6.53
 28.61000   554.66     6.53     6.53
 28.61250   555.00     6.53     6.53
 28.61500   555.32     6.54     6.54
 28.61750   555.60     6.54     6.54
 28.62000   555.81     6.54     6.54
 28.62250   556.01     6.55     6.55
 28.62500   556.15     6.55     6.55
 28.62750   556.28     6.54     6.54
 28.63000   556.41     6.54     6.54
 28.63250   556.57     6.54     6.54
 28.63500   556.72     6.55     6.55
 28.63750   556.84     6.55     6.55
 28.64000   556.95     6.56     6.56
 28.64250   556.98     6.56     6.56
 28.64500   556.93     6.56     6.56
 28.64750   556.81     6.56     6.56
 28.65000   556.61     6.56     6.56
 28.65250   556.35     6.57     6.57
 28.65500   556.09     6.57     6.57
 28.65750   555.80     6.57     6.57
 28.66000   555.57     6.57     6.57
 28.66250   555.41     6.57     6.57
 28.66500   555.32     6.58     6.58
 28.66750   555.36     6.58     6.58
 28.67000   555.49     6.58     6.58
 28.67250   555.71     6.59     6.59
 28.67500   556.01     6.59     6.59
 28.67750   556.35     6.59     6.59
 28.68000   556.74     6.60     6.60
 28.68250   557.16     6.60     6.60
 28.68500   557.62     6.60     6.60
 28.68750   558.11     6.61     6.61
 28.69000   558.64     6.61     6.61
 28.69250   559.24     6.61     6.61
 28.69500   559.83     6.62     6.62
 28.69750   560.45     6.63     6.63
 28.70000   561.05     6.63     6.63
 28.70250   561.62     6.63     6.63
 28.70500   562.11     6.63     6.63
 28.70750   562.51     6.64     6.64
 28.71000   562.79     6.64     6.64
 28.71250   562.96     6.65     6.65
 28.71500   563.04     6.65     6.65
 28.71750   563.02     6.65     6.65
 28.72000   562.98     6.66     6.66
 28.72250   562.89     6.67     6.67
 28.72500   562.80     6.67     6.67
 28.72750   562.70     6.68     6.68
 28.73000   562.60     6.68     6.68
 28.73250   562.50     6.68     6.68
 28.73500   562.40     6.70     6.70
 28.73750   562.26     6.70     6.70
 28.74000   562.14     6.70     6.70
 28.74250   562.01     6.71     6.71
 28.74500   561.91     6.71     6.71
 28.74750   561.87     6.72     6.72
 28.75000   561.92     6.72     6.72
 28.75250   562.01     6.74     6.74
 28.75500   562.18     6.74     6.74
 28.75750   562.42     6.75     6.75
 28.76000   562.68     6.75     6.75
 28.76250   562.95     6.76     6.76
 28.76500   563.24     6.77     6.77
 28.76750   563.45     6.78     6.78
 28.77000   563.62     6.78     6.78
 28.77250   563.74     6.79     6.79
 28.77500   563.79     6.79     6.79
 28.77750   563.82     6.80     6.80
 28.78000   563.82     6.81     6.81
 28.78250   563.82     6.82     6.82
 28.78500   563.82     6.82     6.82
 28.78750   563.86     6.84     6.84
 28.79000   563.90     6.84     6.84
 28.79250   563.97     6.85     6.85
 28.79500   564.04     6.86     6.86
 28.79750   564.13     6.87     6.87
 28.80000   564.20     6.88     6.88
 28.80250   564.25     6.88     6.88
 28.80500   564.30     6.89     6.89
 28.80750   564.35     6.90     6.90
 28.81000   564.42     6.91     6.91
 28.81250   564.54     6.92     6.92
 28.81500   564.69     6.93     6.93
 28.81750   564.93     6.94     6.94
 28.82000   565.18     6.95     6.95
 28.82250   565.46     6.96     6.96
 28.82500   565.73     6.97     6.97
 28.82750   566.00     6.98     6.98
 28.83000   566.21     6.99     6.99
 28.83250   566.37     7.00     7.00
 28.83500   566.45     7.01     7.01
 28.83750   566.48     7.02     7.02
 28.84000   566.45     7.03     7.03
 28.84250   566.37     7.04     7.04
 28.84500   566.28     7.05     7.05
 28.84750   566.17     7.06     7.06
 28.85000   566.03     7.07     7.07
 28.85250   565.88     7.08     7.08
 28.85500   565.73     7.10     7.10
 28.85750   565.59     7.11     7.11
 28.86000   565.45     7.12     7.12
 28.86250   565.34     7.13     7.13
 28.86500   565.29     7.14     7.14
 28.86750   565.31     7.15     7.15
 28.87000   565.44     7.17     7.17
 28.87250   565.67     7.18     7.18
 28.87500   566.06     7.19     7.19
 28.87750   566.53     7.20     7.20
 28.88000   567.11     7.21     7.21
 28.88250   567.74     7.23     7.23
 28.88500   568.35     7.24     7.24
 28.88750   568.89     7.25     7.25
 28.89000   569.33     7.27     7.27
 28.89250   569.61     7.28     7.28
 28.89500   569.71     7.29     7.29
 28.89750   569.68     7.30     7.30
 28.90000   569.56     7.31     7.31
 28.90250   569.41     7.33     7.33
 28.90500   569.28     7.34     7.34
 28.90750   569.25     7.36     7.36
 28.91000   569.33     7.37     7.37
 28.91250   569.59     7.38     7.38
 28.91500   569.97     7.40     7.40
 28.91750   570.50     7.41     7.41
 28.92000   571.12     7.42     7.42
 28.92250   571.80     7.44     7.44
 28.92500   572.46     7.45     7.45
 28.92750   573.08     7.47     7.47
 28.93000   573.63     7.48     7.48
 28.93250   574.10     7.50     7.50
 28.93500   574.51     7.51     7.51
 28.93750   574.86     7.52     7.52
 28.94000   575.16     7.54     7.54
 28.94250   575.41     7.55     7.55
 28.94500   575.63     7.57     7.57
 28.94750   575.83     7.58     7.58
 28.95000   575.97     7.59     7.59
 28.95250   576.03     7.61     7.61
 28.95500   576.00     7.62     7.62
 28.95750   575.87     7.64     7.64
 28.96000   575.65     7.65     7.65
 28.96250   575.34     7.67     7.67
 28.96500   574.99     7.69     7.69
 28.96750   574.65     7.70     7.70
 28.97000   574.35     7.71     7.71
 28.97250   574.13     7.73     7.73
 28.97500   574.06     7.74     7.74
 28.97750   574.12     7.76     7.76
 28.98000   574.31     7.77     7.77
 28.98250   574.63     7.79     7.79
 28.98500   575.02     7.80     7.80
 28.98750   575.46     7.82     7.82
 28.99000   575.87     7.83     7.83
 28.99250   576.26     7.85     7.85
 28.99500   576.60     7.86     7.86
 28.99750   576.91     7.88     7.88
 29.00000   577.19     7.89     7.89
 29.00250   577.50     7.90     7.90
 29.00500   577.84     7.92     7.92
 29.00750   578.25     7.93     7.93
 29.01000   578.72     7.95     7.95
 29.01250   579.26     7.96     7.96
 29.01500   579.86     7.98     7.98
 29.01750   580.46     7.99     7.99
 29.02000   581.03     8.01     8.01
 29.02250   581.56     8.02     8.02
 29.02500   582.00     8.04     8.04
 29.02750   582.37     8.05     8.05
 29.03000   582.67     8.07     8.07
 29.03250   582.93     8.08     8.08
 29.03500   583.19     8.10     8.10
 29.03750   583.49     8.11     8.11
 29.04000   583.82     8.13     8.13
 29.04250   584.25     8.14     8.14
 29.04500   584.68     8.16     8.16
 29.04750   585.19     8.17     8.17
 29.05000   585.70     8.19     8.19
 29.05250   586.17     8.20     8.20
 29.05500   586.59     8.22     8.22
 29.05750   586.95     8.23     8.23
 29.06000   587.21     8.24     8.24
 29.06250   587.39     8.26     8.26
 29.06500   587.49     8.27     8.27
 29.06750   587.56     8.29     8.29
 29.07000   587.56     8.30     8.30
 29.07250   587.54     8.31     8.31
 29.07500   587.48     8.33     8.33
 29.07750   587.46     8.34     8.34
 29.08000   587.45     8.35     8.35
 29.08250   587.53     8.37     8.37
 29.08500   587.66     8.38     8.38
 29.08750   587.91     8.40     8.40
 29.09000   588.27     8.41     8.41
 29.09250   588.67     8.42     8.42
 29.09500   589.16     8.44     8.44
 29.09750   589.61     8.45     8.45
 29.10000   590.03     8.47     8.47
 29.10250   590.35     8.48     8.48
 29.10500   590.51     8.49     8.49
 29.10750   590.50     8.50     8.50
 29.11000   590.34     8.51     8.51
 29.11250   590.01     8.53     8.53
 29.11500   589.51     8.54     8.54
 29.11750   588.89     8.55     8.55
 29.12000   588.19     8.57     8.57
 29.12250   587.46     8.58     8.58
 29.12500   586.66     8.59     8.59
 29.12750   585.86     8.60     8.60
 29.13000   585.06     8.61     8.61
 29.13250   584.25     8.63     8.63
 29.13500   583.46     8.64     8.64
 29.13750   582.72     8.65     8.65
 29.14000   582.07     8.66     8.66
 29.14250   581.52     8.67     8.67
 29.14500   581.09     8.68     8.68
 29.14750   580.82     8.70     8.70
 29.15000   580.69     8.71     8.71
 29.15250   580.68     8.72     8.72
 29.15500   580.81     8.73     8.73
 29.15750   581.01     8.74     8.74
 29.16000   581.28     8.75     8.75
 29.16250   581.61     8.76     8.76
 29.16500   581.97     8.77     8.77
 29.16750   582.35     8.79     8.79
 29.17000   582.75     8.79     8.79
 29.17250   583.13     8.80     8.80
 29.17500   583.57     8.81     8.81
 29.17750   583.97     8.83     8.83
 29.18000   584.33     8.83     8.83
 29.18250   584.66     8.84     8.84
 29.18500   584.98     8.86     8.86
 29.18750   585.23     8.86     8.86
 29.19000   585.47     8.87     8.87
 29.19250   585.62     8.88     8.88
 29.19500   585.73     8.89     8.89
 29.19750   585.81     8.90     8.90
 29.20000   585.83     8.91     8.91
 29.20250   585.85     8.91     8.91
 29.20500   585.81     8.93     8.93
 29.20750   585.81     8.93     8.93
 29.21000   585.73     8.94     8.94
 29.21250   585.70     8.95     8.95
 29.21500   585.71     8.96     8.96
 29.21750   585.77     8.96     8.96
 29.22000   585.92     8.97     8.97
 29.22250   586.14     8.98     8.98
 29.22500   586.56     8.99     8.99
 29.22750   587.11     9.00     9.00
 29.23000   587.87     9.00     9.00
 29.23250   588.80     9.01     9.01
 29.23500   589.90     9.01     9.01
 29.23750   591.19     9.02     9.02
 29.24000   592.55     9.03     9.03
 29.24250   593.92     9.03     9.03
 29.24500   595.27     9.04     9.04
 29.24750   596.57     9.04     9.04
 29.25000   597.69     9.05     9.05
 29.25250   598.62     9.06     9.06
 29.25500   599.37     9.06     9.06
 29.25750   599.86     9.07     9.07
 29.26000   600.11     9.08     9.08
 29.26250   600.17     9.08     9.08
 29.26500   600.09     9.09     9.09
 29.26750   599.89     9.09     9.09
 29.27000   599.60     9.10     9.10
 29.27250   599.32     9.10     9.10
 29.27500   599.01     9.11     9.11
 29.27750   598.75     9.11     9.11
 29.28000   598.54     9.11     9.11
 29.28250   598.44     9.11     9.11
 29.28500   598.43     9.12     9.12
 29.28750   598.58     9.13     9.13
 29.29000   598.78     9.13     9.13
 29.29250   599.07     9.13     9.13
 29.29500   599.43     9.14     9.14
 29.29750   599.87     9.14     9.14
 29.30000   600.34     9.14     9.14
 29.30250   600.76     9.14     9.14
 29.30500   601.13     9.15     9.15
 29.30750   601.49     9.15     9.15
 29.31000   601.87     9.15     9.15
 29.31250   602.22     9.16     9.16
 29.31500   602.63     9.16     9.16
 29.31750   603.08     9.16     9.16
 29.32000   603.59     9.16     9.16
 29.32250   604.16     9.17     9.17
 29.32500   604.76     9.17     9.17
 29.32750   605.37     9.17     9.17
 29.33000   605.96     9.17     9.17
 29.33250   606.49     9.17     9.17
 29.33500   606.92     9.17     9.17
 29.33750   607.26     9.17     9.17
 29.34000   607.48     9.17     9.17
 29.34250   607.59     9.17     9.17
 29.34500   607.63     9.17     9.17
 29.34750   607.65     9.18     9.18
 29.35000   607.63     9.18     9.18
 29.35250   607.61     9.18     9.18
